Winner,TitleBout,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,draw_diff,avg_sig_str_pct_diff,avg_TD_pct_diff,M_DEC_diff,S_DEC_diff,U_DEC_diff,TKO_diff,odds_diff,ev_diff,Stance_diff
0,0,0,-3,-1,1,2,14,0,0,0,12.7,5.08,-2,0.0,-0.8,-2.26,0,0,-0.08000000000000007,-0.66,0,0,1,0,240.0,33.076899999999995,2
0,0,0,0,-1,-2,0,-5,0,-1,0,0.0,-2.54,5,-1.53,0.8,0.76,0,0,0.27,0.5,0,0,-1,0,935.0,381.3084,0
0,0,1,-1,2,2,-1,3,0,1,-1,-5.08,-15.24,-6,4.94,-1.5,1.62,0,0,0.08000000000000002,0.63,0,1,1,0,-503.0,-189.0288,0
1,0,0,-1,0,-1,2,6,0,0,-2,-5.08,5.08,12,3.1,-1.3,-2.82,0,0,0.06,0.07,0,0,1,0,280.0,63.333299999999994,2
0,0,-2,1,-1,-9,-6,-38,-1,-3,-2,0.0,2.54,-7,0.92,0.4,1.39,-1,0,0.07000000000000006,0.15000000000000002,0,0,-4,0,280.0,63.333299999999994,0
0,0,0,3,1,-12,-10,-44,-4,-4,-3,7.62,7.62,-5,-1.25,-0.3,-1.83,1,0,-0.030000000000000027,-0.29000000000000004,0,-2,-3,0,280.0,63.333299999999994,-1
1,0,0,-1,-1,-2,2,9,0,-4,0,-2.54,-10.16,1,-1.53,0.0,-0.11,0,1,-0.11000000000000004,-0.2,0,0,2,0,280.0,63.333299999999994,-1
0,0,0,0,0,-1,-2,-2,0,1,-3,-2.54,-7.62,-1,-1.04,-0.1,3.8,0,1,0.10999999999999999,0.09999999999999998,0,-2,3,0,-503.0,-189.0288,-1
0,0,0,0,-1,-2,-1,-8,0,-1,0,0.0,-2.54,0,-1.45,0.0,3.35,0,0,-0.030000000000000027,0.0,0,0,-1,0,-230.0,-25.0,2
0,0,0,-2,-2,-3,-2,-15,-1,-2,0,0.0,5.08,4,0.35,0.9,1.41,0,0,0.09999999999999998,0.13,0,0,-1,0,468.0,171.2403,0
1,0,0,0,-1,-1,0,-3,0,-1,0,5.08,-2.54,0,-2.96,-2.1,-5.15,0,0,-0.14,-0.52,0,0,0,0,3200.0,1095.2381,0
0,0,0,2,2,2,-1,2,0,0,0,0.0,-7.62,2,-0.84,0.8,1.13,0,0,0.18000000000000005,0.66,0,0,1,0,-306.0,-79.759,0
0,0,2,-3,-3,-5,1,-7,-2,0,-3,5.08,-2.54,0,1.89,-0.3,-0.1,0,0,0.14999999999999997,0.22000000000000003,0,-1,-1,0,-490.0,-182.963,0
1,0,0,0,1,3,2,15,0,-1,0,-2.54,-22.86,6,0.82,-4.8,-1.37,0,0,-0.11000000000000004,-0.17000000000000004,0,2,2,0,468.0,171.2403,0
1,0,1,-1,-4,-5,-1,-14,0,-1,-2,0.0,5.08,-9,-1.7,-1.3,-1.89,0,0,-0.07,-0.18000000000000005,0,-1,-1,0,538.0,206.44299999999998,0
0,0,0,0,0,0,0,0,0,0,0,-10.16,-2.54,-1,1.29,0.0,9.63,0,0,0.09999999999999998,0.66,0,0,0,0,-262.0,-49.5775,0
0,0,-1,8,5,-2,-7,-29,-1,-4,1,5.08,-5.08,-9,-0.88,0.5,1.14,-1,0,0.09999999999999998,0.13999999999999996,0,-1,2,0,-585.0,-229.2308,1
0,0,0,-1,1,-7,-11,-54,0,-2,0,-5.08,-7.62,-10,-0.83,0.0,2.23,-1,0,-0.10999999999999999,0.06,0,1,-6,0,-352.0,-107.91669999999999,0
0,0,0,0,0,0,0,0,0,0,0,0.0,-2.54,4,6.01,-2.2,2.2,0,0,0.30000000000000004,0.33,0,0,0,0,262.0,49.5775,-1
0,0,0,0,0,0,0,0,0,0,0,0.0,15.24,-7,2.92,0.0,0.0,0,0,0.040000000000000036,0.0,0,0,0,0,-445.0,-159.1837,0
0,0,0,4,-2,-17,-10,-74,0,-4,-2,-7.62,-2.54,-12,1.98,-0.2,-0.99,-1,0,0.019999999999999962,0.009999999999999953,0,-4,-7,0,-1500.0,-588.8889,0
0,0,0,0,-2,4,5,20,0,-4,9,-5.08,5.08,10,-0.64,1.1,0.13,0,0,-0.04999999999999999,-0.020000000000000018,0,-1,0,0,585.0,229.2308,-1
0,0,2,-1,1,0,-1,-4,0,0,0,0.0,5.08,-1,-0.52,0.3,2.05,0,0,-0.08999999999999997,0.13999999999999996,0,0,0,0,-398.0,-134.1284,2
1,0,1,-1,-1,-2,0,0,0,-1,-1,-10.16,-7.62,3,-3.19,-2.5,-3.58,0,0,-0.25999999999999995,-0.22000000000000003,0,0,0,0,1500.0,588.8889,2
1,0,0,0,-1,-2,-2,-12,0,-3,0,2.54,10.16,-7,-0.02,0.0,0.0,0,-1,-0.10000000000000003,0.0,0,0,1,0,468.0,171.2403,0
1,0,1,-1,2,2,1,7,0,1,0,-15.24,-7.62,4,-0.61,0.0,0.0,0,0,-0.07,0.0,0,0,1,0,525.0,200.5172,-1
1,0,1,-1,0,1,3,9,0,1,-1,-2.54,-5.08,2,-3.85,-7.3,-2.09,0,0,-0.20999999999999996,-0.73,0,0,1,0,280.0,63.333299999999994,1
1,1,1,-7,2,6,3,42,10,1,-1,7.62,10.16,5,-2.18,-0.8,-2.99,-1,0,-0.010000000000000009,-0.38,0,0,6,0,220.0,16.666700000000006,0
1,0,-1,0,0,-4,-3,-17,0,-1,0,10.16,-2.54,-2,-0.19,0.5,0.55,-1,0,0.08999999999999997,-0.07,0,-1,-2,0,-518.0,-186.44299999999998,0
0,0,0,-1,0,6,6,24,0,4,1,5.08,12.7,1,1.8,0.2,-4.52,-1,0,-0.020000000000000018,-0.009999999999999953,0,1,0,0,755.0,287.5281,-1
0,0,-4,1,-1,0,-2,2,0,1,0,0.0,7.62,5,-0.02,0.0,0.0,-1,0,0.02999999999999997,0.0,0,0,-1,0,-455.0,-156.5385,1
0,0,-1,3,-1,-8,-6,-34,0,-5,0,2.54,17.78,-5,0.25,0.0,-1.19,0,0,0.14999999999999997,-0.41,0,-1,-2,0,-730.0,-295.6098,-2
0,0,0,0,-1,-1,-1,-3,0,-1,0,7.62,7.62,-1,-1.5,0.8,4.52,0,0,0.030000000000000027,0.75,0,0,0,0,-259.0,-45.034499999999994,0
0,0,0,0,0,4,2,5,0,2,0,-2.54,-2.54,-1,-0.38,0.5,2.77,0,-1,-0.08000000000000002,0.61,0,0,2,0,240.0,30.9259,0
1,0,-2,3,-1,-1,-2,-10,0,-1,0,0.0,-5.08,-2,-3.61,0.5,0.17,-1,0,-0.010000000000000009,0.06,0,-1,1,0,-284.0,-61.5,0
1,0,2,0,0,0,2,-2,0,0,2,5.08,12.7,6,-2.97,1.8,0.82,0,0,-0.24,-0.3499999999999999,0,-1,-1,0,1650.0,590.4762,2
1,0,2,-1,-1,-2,1,-1,0,-2,0,-10.16,0.0,13,-2.22,-0.7,1.5,0,0,-0.03999999999999998,0.28,0,0,0,0,280.0,63.333299999999994,1
1,0,1,0,0,-1,1,4,0,-2,0,0.0,-2.54,1,-0.78,0.4,0.29,0,1,-0.04999999999999999,-0.2,0,2,-1,0,280.0,63.333299999999994,-1
0,0,0,2,2,3,1,8,0,1,1,-2.54,-7.62,-1,-1.56,1.8,-3.91,0,0,0.040000000000000036,-0.6699999999999999,0,1,0,0,280.0,63.333299999999994,0
0,0,1,-1,-2,-5,-3,-27,0,-1,1,0.0,0.0,-9,-0.06,0.6,3.21,-1,0,0.010000000000000009,0.32,0,0,-5,0,-284.0,-61.5,0
0,0,0,2,-1,-3,-4,-19,0,0,-2,-10.16,-5.08,-5,1.85,-0.9,0.75,0,-1,0.14999999999999997,0.04999999999999999,0,0,-1,0,-332.0,-96.4444,2
1,0,1,-2,-2,-2,1,-1,0,-2,0,-2.54,-10.16,5,-2.32,0.0,0.0,0,0,0.08999999999999997,0.0,0,0,0,0,725.0,276.4706,1
1,0,-1,0,-4,-8,-3,-33,0,-3,0,-7.62,7.62,-1,-3.65,-0.1,1.74,0,-1,-0.36,-0.12,0,-2,-3,0,1170.0,436.1111,0
1,0,-3,1,-1,-2,-4,-16,-1,1,0,5.08,0.0,-1,-0.89,-0.1,-0.06,-1,0,-0.12999999999999995,0.06999999999999995,0,0,-3,0,280.0,63.333299999999994,-1
1,0,-1,0,0,0,-1,-1,-1,1,0,0.0,-5.08,5,0.9,-0.6,0.94,0,0,-0.050000000000000044,0.68,0,0,-1,0,280.0,63.333299999999994,0
1,0,1,0,0,-1,2,0,1,0,0,5.08,-2.54,3,-1.61,0.1,-0.79,-1,0,-0.07000000000000006,-0.13,-1,-2,2,0,280.0,63.333299999999994,0
1,0,0,2,2,2,0,9,0,-2,0,-2.54,0.0,1,-1.41,0.2,4.2,0,0,-0.050000000000000044,0.48,0,0,4,0,280.0,63.333299999999994,0
1,0,0,0,-2,-3,-1,-14,0,0,-1,2.54,2.54,2,0.42,-1.1,-2.33,0,-1,-0.04999999999999999,-0.34,0,0,-2,0,280.0,63.333299999999994,2
1,0,0,1,1,1,0,3,0,0,0,-12.7,-17.78,9,-2.81,0.0,1.5,0,0,-0.19999999999999996,-0.87,0,1,0,0,280.0,63.333299999999994,0
0,0,0,2,0,-5,-3,-29,-1,-4,1,-7.62,-2.54,-4,-0.56,0.1,2.79,-1,0,0.19,0.18,0,-2,0,0,-675.0,-254.6835,2
1,0,2,-2,0,5,6,16,0,5,0,-5.08,2.54,-1,-1.74,0.0,1.08,0,0,-0.15000000000000002,0.43,0,1,-1,0,595.0,221.0145,-1
0,0,-1,2,0,-3,-5,-25,5,-3,0,-7.62,-5.08,5,-1.26,0.8,1.17,-1,1,0.06000000000000005,-0.040000000000000036,0,1,-1,0,-272.0,-56.4324,2
0,0,-4,0,-8,-4,-1,-18,-2,-5,0,5.08,-2.54,-4,-3.05,0.1,2.96,0,0,-0.04999999999999999,0.16000000000000003,0,-1,2,0,-900.0,-341.4815,-1
1,0,-1,0,0,-1,-1,-6,0,0,-2,-5.08,-5.08,-1,0.73,-0.2,2.07,-1,0,0.08999999999999997,0.30999999999999994,0,0,1,0,250.0,38.5714,0
1,0,1,-1,-1,-2,-1,-2,0,0,-3,-12.7,-12.7,-5,-0.4,-1.2,1.23,0,0,-0.050000000000000044,0.23,0,1,0,0,296.0,69.759,0
1,0,1,-4,0,6,4,17,0,3,2,5.08,12.7,1,-0.95,0.2,0.01,-1,1,-0.020000000000000018,0.18000000000000002,0,0,1,0,538.0,206.44299999999998,1
0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,-1,0.66,-0.8,0.0,0,0,0.14999999999999997,0.0,0,0,0,0,-595.0,-221.0145,2
1,0,-1,1,0,4,4,24,0,3,-1,5.08,7.62,-2,1.08,-0.3,-0.38,0,0,-0.06,0.08000000000000002,0,0,2,0,2200.0,743.1034,0
1,0,-2,0,-1,-1,-2,-9,0,0,0,-2.54,2.54,-4,-1.68,0.0,-0.77,0,0,-0.04999999999999999,-0.2,0,-1,0,0,284.0,61.5,0
0,0,1,-3,-1,0,5,15,0,0,0,0.0,-7.62,7,0.88,0.0,-1.78,0,0,-0.019999999999999962,-0.06,1,0,-1,0,405.0,131.5217,0
1,0,1,0,-1,-2,-2,-11,0,-1,0,-5.08,-7.62,-9,4.13,0.0,-0.5,0,-1,0.07,-0.23,0,0,-1,0,10.0,7.575800000000001,0
1,0,2,0,-1,-2,2,-2,0,1,-1,-2.54,-5.08,8,1.46,-0.3,-0.35,0,0,-0.07,0.07,0,0,-2,0,433.0,152.9832,0
0,1,0,-3,-3,0,1,-6,-3,-1,0,-7.62,-5.08,4,1.71,-0.2,1.03,-1,0,-0.10000000000000003,0.030000000000000027,-1,0,2,0,470.0,162.963,1
1,1,0,-1,0,6,3,32,-1,3,-2,-2.54,5.08,2,-4.53,-1.6,2.42,-1,0,-0.17000000000000004,-0.47,0,0,5,0,725.0,276.4706,0
0,0,0,4,-3,-12,-12,-65,0,-2,-2,0.0,5.08,-8,-1.49,1.8,-0.32,-1,-1,0.0,-0.14,0,-2,-6,0,280.0,63.333299999999994,0
0,0,0,0,0,3,2,9,0,2,0,2.54,-10.16,3,0.81,0.4,2.43,0,0,-0.05999999999999994,0.26999999999999996,0,0,1,0,220.0,16.666700000000006,2
1,0,-2,1,-3,-2,0,-7,0,1,-2,10.16,10.16,5,0.47,-0.1,-0.72,-1,0,0.010000000000000009,-0.13999999999999996,0,1,-2,0,490.0,182.963,1
1,0,0,0,-1,-2,3,-4,0,1,1,2.54,0.0,7,-2.9,1.0,-0.14,0,0,-0.020000000000000018,-0.24,0,0,-4,0,800.0,303.9474,0
0,0,1,-1,-2,-5,-3,-17,0,-1,-1,5.08,7.62,-4,-2.45,-0.5,0.09,0,0,0.12,0.36,0,0,-3,0,595.0,221.0145,0
1,0,-2,1,-1,-2,-2,-8,0,-1,-2,-2.54,-5.08,1,1.84,-1.1,1.67,0,0,0.0,0.15000000000000002,0,0,1,0,-433.0,-152.9832,1
1,0,0,-2,-2,-2,2,-2,0,2,-4,-5.08,-5.08,7,2.83,-0.4,-4.75,-1,0,0.08000000000000002,-0.07999999999999996,0,0,0,0,390.0,124.5455,-1
1,0,0,-1,-1,0,2,4,0,0,0,-2.54,-2.54,3,-0.32,2.4,0.86,0,0,0.040000000000000036,-0.14,-1,0,1,0,280.0,63.333299999999994,0
1,0,-1,1,0,1,1,5,0,0,0,0.0,-10.16,6,2.36,-0.2,-0.23,0,0,0.12000000000000005,-0.46,0,0,1,0,280.0,63.333299999999994,2
1,0,1,-1,-1,-2,0,-3,0,0,-2,-10.16,-20.32,6,3.61,-3.9,-1.94,0,0,0.27,-1.0,0,0,0,0,280.0,63.333299999999994,-2
1,0,0,-3,-3,-2,3,3,0,0,0,0.0,-2.54,4,-0.01,0.2,-1.03,0,0,-0.020000000000000018,0.09000000000000002,0,0,-2,0,280.0,63.333299999999994,0
1,0,-1,0,0,0,-1,-3,0,0,0,-5.08,-7.62,2,0.6,0.0,1.0,0,0,0.040000000000000036,0.4,0,0,0,0,280.0,63.333299999999994,2
0,0,0,2,-2,-2,0,-2,-1,-2,0,-2.54,-2.54,-1,-1.04,0.9,1.39,-1,0,-0.16000000000000003,-0.29,0,-1,1,0,-10.0,-7.575800000000001,1
1,0,0,-2,0,-1,3,10,0,-4,0,0.0,-2.54,-1,-1.53,-0.6,-0.31,0,0,-0.17000000000000004,0.14,0,0,3,0,320.0,87.8571,1
1,0,0,0,0,0,-5,-17,0,0,0,2.54,7.62,-4,1.04,1.3,1.98,0,0,0.04999999999999999,0.6699999999999999,0,0,0,0,-284.0,-61.5,0
0,0,-1,3,-1,-2,-1,-6,0,1,1,-7.62,-5.08,1,-0.03,-0.7,-2.1,-1,-1,-0.020000000000000018,-0.21999999999999997,0,0,-4,0,-284.0,-61.5,1
1,0,-2,0,-1,2,2,13,0,-2,1,5.08,7.62,2,1.47,-0.7,0.28,0,-1,-0.020000000000000018,0.13,0,0,3,0,-420.0,-146.5217,-2
0,0,0,-2,-2,-2,0,-3,-1,0,-1,-2.54,-7.62,6,3.47,1.4,-0.29,0,0,0.04999999999999993,-0.33,0,-1,0,0,398.0,134.1284,-2
0,0,1,0,-1,-7,-3,-16,0,-1,-3,10.16,12.7,-1,0.65,-0.3,-0.07,0,0,0.030000000000000027,-0.10999999999999999,0,0,-3,0,280.0,63.333299999999994,2
1,0,0,0,0,-4,-3,-20,0,-1,-1,7.62,2.54,5,-1.74,1.9,-0.7,0,0,0.02999999999999997,-0.16999999999999998,0,0,-2,0,280.0,63.333299999999994,1
0,0,0,0,0,0,1,7,0,-1,0,0.0,7.62,1,0.18,0.8,-2.61,0,0,0.03999999999999998,-0.26999999999999996,0,0,1,0,280.0,63.333299999999994,0
1,0,2,-2,0,-3,4,3,0,0,0,5.08,-5.08,-1,-1.21,0.0,0.36,0,0,-0.13,-0.06,0,-1,-2,0,280.0,63.333299999999994,0
0,0,0,0,-2,-2,0,-6,0,-1,1,-2.54,-12.7,-6,0.91,0.4,1.8,0,0,0.25,0.24999999999999997,0,0,-2,0,280.0,63.333299999999994,-1
1,0,0,5,3,-4,-5,-29,-7,-2,-3,0.0,0.0,-2,0.02,-0.1,0.54,-1,0,0.04999999999999999,-0.08000000000000002,0,-1,2,0,470.0,162.963,0
0,0,1,0,-2,-5,-2,-18,0,-3,0,-2.54,-7.62,3,-1.42,0.0,0.53,0,0,0.08000000000000002,0.010000000000000009,0,1,-3,0,333.0,91.80850000000001,0
0,0,-1,3,0,-11,-9,-41,0,-8,-1,-2.54,-2.54,-8,0.98,-0.1,0.14,0,0,0.12,0.32999999999999996,0,0,-2,0,0.0,0.0,1
1,0,-1,2,-1,-1,1,9,0,0,-3,-7.62,5.08,5,-0.18,-1.7,-0.51,0,0,0.020000000000000018,-0.37,0,0,2,0,730.0,295.6098,0
1,0,0,3,1,-3,-6,-15,0,-2,-2,-15.24,-7.62,-8,-2.53,0.3,-0.62,0,0,-0.010000000000000009,0.06000000000000005,0,-1,2,0,-490.0,-182.963,1
0,0,0,-1,-1,1,4,14,0,0,0,10.16,12.7,11,-3.62,0.4,-1.06,0,0,-0.030000000000000027,-0.4,0,0,1,0,490.0,182.963,-2
1,0,0,-1,-2,-5,-2,-21,0,0,-1,-2.54,-2.54,-11,-1.19,-0.5,-1.39,-1,0,0.02999999999999997,0.5900000000000001,0,0,-4,0,284.0,61.5,0
1,0,1,-4,-2,-6,0,-12,0,-2,0,0.0,-7.62,-3,0.89,0.5,-1.08,0,1,-0.06000000000000005,-0.33999999999999997,0,0,-4,0,10.0,8.281599999999997,-1
1,0,2,-2,-1,0,4,9,0,-1,2,0.0,2.54,3,0.15,-0.4,-1.07,0,0,0.030000000000000027,0.26,0,0,-1,0,725.0,276.4706,-1
0,0,1,0,3,3,-1,4,0,1,1,-10.16,-7.62,3,0.25,0.6,3.25,0,0,0.06,0.31000000000000005,0,1,0,0,280.0,63.333299999999994,-2
1,0,2,-1,0,0,0,-3,0,0,1,-2.54,-2.54,2,-1.95,-0.6,0.35,0,0,0.0,0.08000000000000002,0,0,-1,0,280.0,63.333299999999994,2
1,1,0,-2,-1,-3,0,-6,-3,-2,1,-2.54,2.54,-5,-0.08,-0.1,0.58,-1,0,-0.07999999999999996,-0.4,0,-1,-1,0,259.0,45.034499999999994,0
0,0,0,2,-3,-8,-4,-37,0,-2,-1,10.16,2.54,-3,0.54,2.6,-0.49,0,0,0.08000000000000002,0.14,0,-2,-3,0,-538.0,-206.44299999999998,0
0,0,2,-1,1,-9,-8,-38,-1,-3,-6,-5.08,0.0,0,-0.08,0.5,0.87,-1,0,-0.07,0.15999999999999998,0,0,0,0,-259.0,-45.034499999999994,0
0,0,-1,1,0,1,0,-2,0,2,-3,12.7,15.24,0,-0.24,-1.1,1.73,-1,-1,-0.12999999999999995,0.09000000000000002,0,1,1,0,-20.0,-15.238100000000003,0
1,0,0,-6,-6,-6,0,-14,0,-3,0,0.0,12.7,11,-3.12,-0.3,-0.33,-1,0,0.09999999999999998,-0.30000000000000004,0,-1,-2,0,354.0,104.0,-2
1,0,0,0,-2,1,4,18,0,-1,0,-2.54,-2.54,7,2.4,-0.8,-1.24,0,0,0.06,-0.15999999999999998,0,0,2,0,595.0,221.0145,0
0,0,1,-1,-4,-8,-2,-28,0,-2,-2,7.62,10.16,-6,-0.79,-0.2,1.11,0,0,-0.13,-0.07,0,2,-6,0,-418.0,-137.9832,0
0,0,-1,2,0,-4,-6,-30,0,-1,-2,-5.08,0.0,-1,-0.11,-0.5,0.46,0,-1,0.040000000000000036,0.27,0,0,-1,0,249.0,39.9259,2
1,0,1,-3,-3,-3,1,-5,0,-1,-1,-2.54,-2.54,4,-6.09,-0.5,0.0,0,0,-0.17000000000000004,0.0,0,0,-1,0,2600.0,844.2857,2
0,0,-4,1,-2,2,-2,-14,0,2,3,5.08,2.54,-9,-0.59,0.5,1.09,-1,0,0.019999999999999962,0.08999999999999997,0,-2,-1,0,280.0,63.333299999999994,0
0,0,-2,0,-1,-20,-20,-90,-5,-10,-1,2.54,0.0,-13,1.02,0.0,-0.16,0,0,0.08000000000000002,-0.09999999999999998,0,-2,-7,0,280.0,63.333299999999994,0
1,0,1,-3,-1,0,2,6,-1,-1,-1,5.08,-2.54,8,1.83,-2.3,-4.37,0,0,-0.13999999999999996,-0.32999999999999996,0,2,0,0,280.0,63.333299999999994,0
0,0,-2,2,-3,-7,-4,-32,0,1,-3,7.62,2.54,-3,2.88,-0.3,-3.82,0,0,0.0,0.15999999999999998,0,-2,-3,0,280.0,63.333299999999994,-2
1,0,0,2,-6,-13,-5,-60,-4,-3,1,0.0,7.62,-2,2.49,1.8,1.02,-1,0,0.16999999999999998,-0.04999999999999999,0,-1,-10,0,230.0,23.076899999999995,-1
0,0,-1,3,-2,5,2,33,-1,0,1,10.16,-10.16,3,-0.73,0.2,0.45,-1,0,0.12999999999999995,0.63,0,1,3,0,418.0,137.9832,1
1,0,1,0,-1,-4,-6,-37,-2,-1,-1,10.16,7.62,5,3.76,0.0,-0.51,0,0,0.07,0.2,0,-2,0,0,390.0,124.5455,0
1,0,0,-1,-1,-1,0,-2,0,0,0,7.62,17.78,3,-5.54,0.9,0.91,0,0,-0.14,0.12,0,0,-1,0,1310.0,487.6543,0
0,0,-1,1,-1,-1,1,5,1,-2,0,-10.16,-17.78,2,0.92,-0.8,0.11,-1,0,-0.050000000000000044,-0.6699999999999999,0,2,-1,0,240.0,33.076899999999995,0
1,0,0,-2,0,0,1,2,0,0,0,-2.54,-10.16,7,-0.4,0.0,1.5,0,0,0.11000000000000004,0.10999999999999999,0,1,-1,0,455.0,165.0,1
0,0,0,-3,-3,-3,-1,-9,0,-2,0,-7.62,-5.08,-3,0.11,1.3,-0.47,0,0,0.09000000000000002,0.2,0,0,-1,0,249.0,39.9259,0
1,0,0,1,1,4,3,23,0,1,-1,-2.54,0.0,7,-0.72,-0.1,-2.94,0,0,-0.09000000000000002,-0.07,0,2,2,0,705.0,284.6835,0
0,0,2,0,-3,-8,-1,-26,0,0,-4,-5.08,-12.7,-8,-0.1,-0.8,-0.02,0,0,0.0,-0.22999999999999998,0,-3,-1,0,-345.0,-98.7179,-1
1,0,1,-1,0,0,1,-1,0,1,0,2.54,15.24,-3,-0.22,0.7,-3.3,0,0,-0.03999999999999998,-0.41000000000000003,0,0,-1,0,700.0,265.6098,0
0,0,0,0,0,0,-1,-5,0,2,0,0.0,-2.54,4,-0.08,0.0,2.24,0,0,0.17999999999999994,0.0,-1,-1,0,0,280.0,63.333299999999994,0
0,0,0,4,1,-3,-4,-9,-1,-2,-1,2.54,12.7,-8,-1.2,0.8,0.69,-1,0,0.13999999999999996,-0.020000000000000018,0,0,0,0,-455.0,-156.5385,0
0,0,0,1,0,-1,-3,-5,0,0,-1,0.0,-5.08,-8,-0.26,-0.2,0.47,0,0,0.08999999999999997,-0.21999999999999997,0,1,-1,0,-320.0,-84.4444,0
0,0,1,0,0,0,2,3,0,1,0,5.08,0.0,8,1.94,0.0,-1.0,0,0,0.02999999999999997,-0.27,0,0,-1,0,362.0,113.4949,0
1,0,0,0,0,0,0,-3,0,0,0,-5.08,-2.54,2,2.89,-0.7,-4.8,0,0,0.050000000000000044,-0.46,0,0,0,0,-515.0,-194.91230000000002,0
1,0,0,-1,-1,0,2,5,0,0,0,20.32,15.24,-1,0.11,-1.0,-4.37,0,0,0.009999999999999898,0.09999999999999998,0,0,0,0,705.0,284.6835,0
0,0,-1,0,0,0,0,-2,0,0,0,2.54,12.7,4,1.15,0.0,1.7,0,0,0.030000000000000027,0.18,0,0,0,0,259.0,45.034499999999994,-1
0,0,0,0,1,1,0,3,0,2,-2,7.62,10.16,-1,1.2,-3.6,-0.87,0,0,0.0,0.54,0,0,1,0,-1170.0,-436.1111,0
0,0,1,0,0,0,1,3,0,0,0,-2.54,-5.08,5,-7.5,0.0,-0.33,0,0,-0.050000000000000044,-0.03,0,0,0,0,-298.0,-74.2716,0
0,0,2,-1,-2,-3,1,-5,-1,-3,0,12.7,10.16,6,-1.05,7.8,-0.53,0,0,-0.16999999999999998,-0.64,0,0,0,0,620.0,232.2222,-1
1,0,0,0,2,2,0,5,0,1,0,-5.08,-5.08,3,-1.51,-0.9,0.8,0,0,-0.010000000000000009,0.0,0,0,1,0,418.0,137.9832,1
1,0,0,-2,-2,-2,1,-4,0,0,1,-2.54,7.62,-2,0.7,0.6,-0.89,0,0,0.030000000000000027,0.08000000000000007,0,0,-3,0,380.0,118.4884,0
0,0,0,-1,0,-5,-4,-20,-1,-4,0,10.16,-5.08,-11,0.02,1.2,0.46,-1,0,0.050000000000000044,-0.10000000000000003,1,-1,-1,0,-240.0,-33.076899999999995,2
1,0,-3,0,-2,2,1,14,-2,1,-1,-2.54,-2.54,2,0.63,-0.3,0.01,-1,1,-0.030000000000000027,-0.030000000000000027,0,-1,3,0,-440.0,-150.0,1
1,0,0,0,-1,-1,1,4,0,-1,-1,0.0,10.16,12,3.08,-0.8,-3.13,0,0,-0.06,-0.14,0,2,-1,0,518.0,186.44299999999998,2
1,0,0,0,-1,0,3,12,0,-2,1,5.08,7.62,1,-1.48,1.0,1.56,0,0,-0.10000000000000003,0.24999999999999997,0,0,1,0,515.0,194.91230000000002,0
0,0,-1,0,-1,-3,-2,-13,0,-1,-2,5.08,12.7,-4,0.21,-0.1,4.08,0,0,0.13999999999999996,0.55,0,0,0,0,259.0,45.034499999999994,-2
0,0,-1,0,-1,0,1,1,0,1,-1,-7.62,-5.08,0,0.8,-2.0,1.12,0,0,0.040000000000000036,0.3400000000000001,0,0,0,0,352.0,107.91669999999999,-1
0,0,0,3,-1,-3,-3,-11,0,0,-3,-5.08,5.08,0,1.42,-1.3,0.23,0,1,0.14,0.16000000000000003,0,1,-1,0,280.0,63.333299999999994,-1
0,0,0,0,0,0,0,0,0,1,0,10.16,15.24,-3,1.49,0.0,-0.61,0,0,0.04999999999999993,-0.12,0,0,-1,0,280.0,63.333299999999994,-2
1,0,0,0,-2,-3,-2,-17,-1,0,0,10.16,22.86,0,-2.82,0.0,-1.88,0,0,-0.18,-0.34,0,0,-3,0,280.0,63.333299999999994,0
0,0,-1,0,0,0,-2,-6,0,0,2,2.54,-2.54,-6,-1.81,0.2,0.15,0,1,-0.09000000000000002,-0.22000000000000003,0,0,-2,0,280.0,63.333299999999994,0
0,0,0,1,1,-2,-2,-8,0,0,-1,2.54,-5.08,-1,1.27,-0.1,-1.54,0,0,0.020000000000000018,0.15000000000000002,0,1,-2,0,280.0,63.333299999999994,2
0,0,1,-2,0,1,2,9,0,1,-1,-10.16,-7.62,-6,1.39,0.3,-4.27,0,0,-0.07999999999999996,0.0,0,0,1,0,280.0,63.333299999999994,0
0,0,0,0,-1,-3,-3,-17,0,0,0,0.0,22.86,-2,0.24,0.3,-1.95,0,-1,0.010000000000000009,-0.03999999999999998,0,-2,-1,0,280.0,63.333299999999994,-1
0,0,-2,0,0,0,-2,-6,0,0,0,5.08,-7.62,1,1.97,0.0,-0.33,0,0,0.03999999999999998,-0.12,0,0,0,0,280.0,63.333299999999994,-1
1,1,0,-12,-8,9,7,41,0,9,-2,-2.54,5.08,3,2.65,0.2,-1.95,-1,0,-0.08999999999999997,-0.17000000000000004,1,0,1,0,280.0,63.333299999999994,0
1,0,0,0,-1,-9,-3,-43,-1,0,-1,0.0,-10.16,0,0.21,-0.2,-0.42,-1,0,0.15999999999999998,0.10999999999999999,0,-3,-5,0,280.0,63.333299999999994,0
